"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","LV","Latvia",8.345556750,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","MT","Malta",73.241619840,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","NL","Netherlands",24.069528530,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","NO","Norway",38.005189400,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","PL","Poland",1.627906930,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","PT","Portugal",9.448205380,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","RO","Romania",1.812343110,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","SE","Sweden",39.106702330,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","SI","Slovenia",40.588399010,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","SK","Slovakia",111.707777280,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","AT","Austria",70.097447030,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","BE","Belgium",46.971742840,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","BG","Bulgaria",1.564570630,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","CY","Cyprus",9.063727950,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","CZ","Czechia",137.039094080,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","DE","Germany",52.225494960,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","DK","Denmark",87.563974650,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","EE","Estonia",15.843267280,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","EL","Greece",2.887249460,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","ES","Spain",60.116654680,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","EU27_21","EU (without UK)",46.827709000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","EU27_UK_21","EU (with UK until 2019)",46.827709000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","EUEEA30_21","EU/EEA (without UK)",46.929063000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","EUEEAUK_21","EU/EEA (with UK until 2019)",46.929063000,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","FI","Finland",44.374424250,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","FR","France",67.001193790,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","HR","Croatia",37.982500080,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","HU","Hungary",52.120908120,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","IE","Ireland",71.482156930,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","IS","Iceland",27.641342940,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","IT","Italy",-,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","LI","Liechtenstein",127.200569850,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","LT","Lithuania",17.712058240,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","LU","Luxembourg",141.308372980,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","LV","Latvia",9.169631240,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","MT","Malta",71.405126190,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","NL","Netherlands",26.914122430,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","NO","Norway",54.928141820,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","PL","Poland",1.402232260,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","PT","Portugal",8.384819140,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","RO","Romania",2.756997450,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","SE","Sweden",49.414838380,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","SI","Slovenia",44.514469570,""
"Campylobacteriosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","SK","Slovakia",87.897941970,""
