"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","LT","Lithuania",10.051221880,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","LU","Luxembourg",20.953791370,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","LV","Latvia",11.514755520,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","MT","Malta",48.246463860,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","NL","Netherlands",7.707256160,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","NO","Norway",7.215236050,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","PL","Poland",20.369978320,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","PT","Portugal",3.505449270,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","RO","Romania",2.697683140,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","SE","Sweden",8.989049830,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","SI","Slovenia",8.772025480,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2021","SK","Slovakia",81.303627370,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","AT","Austria",13.275525390,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","BE","Belgium",24.050682710,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","BG","Bulgaria",4.532868190,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","CY","Cyprus",7.295195670,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","CZ","Czechia",71.914145740,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","DE","Germany",10.889371910,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","DK","Denmark",15.289218200,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","EE","Estonia",10.061601020,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","EL","Greece",6.118674360,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","ES","Spain",25.506835800,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","EU27_21","EU (without UK)",15.550917000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","EU27_UK_21","EU (with UK until 2019)",15.550917000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","EUEEA30_21","EU/EEA (without UK)",15.517927000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","EUEEAUK_21","EU/EEA (with UK until 2019)",15.517927000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","FI","Finland",12.003804440,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","FR","France",16.445680590,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","HR","Croatia",27.108164680,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","HU","Hungary",33.532837720,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","IE","Ireland",6.719362270,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","IS","Iceland",11.162850030,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","IT","Italy",5.593753270,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","LI","Liechtenstein",12.720056980,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","LT","Lithuania",8.339278930,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","LU","Luxembourg",24.945886020,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","LV","Latvia",4.798062860,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","MT","Malta",38.197903530,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","NL","Netherlands",9.122377470,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","NO","Norway",13.123770790,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","PL","Poland",16.077867650,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","PT","Portugal",3.979891110,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","RO","Romania",5.303937960,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","SE","Sweden",10.791856280,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","SI","Slovenia",18.223407580,""
"Salmonellosis","Disease surveillance|Confirmed cases","Notification rate","N/100000","2022","SK","Slovakia",67.510477090,""
